城市,价格,出游人数,评论数,详细出游人数,满意度,来回交通工具,行程天数,住宿类型,好评数,目的地,编号
 ,1817,0,0,0,8.3,动车往返,4天3晚 ,经济型酒店,0, ,2470898168
 ,2020,0,10,0,9.8,全程汽车,7天6晚 ,经济型酒店,10,西安、延安、咸阳、宝鸡、渭南、陕西,945485224
 ,4540,79, ,79, , , , , , , 
 ,1817,0,0,0,9.7,自理去自理回,4天3晚 ,豪华型酒店,0,桂林、广西,1438399693
宁波出发,1817,0,65,0,9.3,飞机往返,5天4晚 ,舒适型酒店,65,四川、成都、乐山,3157658834
宁波出发,1817,0,31,0,9.3,飞机往返,5天4晚 ,舒适型酒店,31,四川、成都、乐山,3157658834
 ,2020,0,0,0,9.6,自理去自理回,5天4晚 ,舒适型/高档型酒店,0,西安、渭南、咸阳、宝鸡,1339028410
宁波出发,1817,0,0,0,9.9,飞机往返,4天3晚 ,高档型酒店,0,西安、宝鸡、咸阳、延安、渭南,2274989119
 ,1817,0,32,0,9.8,全程汽车,5天4晚 ,舒适型/豪华型酒店,31,成都、阿坝州、四川,1191669686
 ,1817,0,32,0,10,自理去自理回,4天3晚 ,经济型/舒适型酒店,32,<img src="//s.qunarzz.com/package_b2c_frontend/detail/qnr-yx.png" class="activity-tag"><em>去哪儿专线标准 · 严选品质保障,3160743110
宁波出发,1817,0,12,0,9.8,飞机往返,5天4晚 ,五星酒店,12,三亚、海南,2121903690
 ,1817,0,0,0,9.6,全程汽车,5天4晚 ,舒适型酒店,0,三亚、陵水,4245548289
 ,1817,0,48,0,9.6,全程汽车,5天4晚 ,舒适型酒店,48,三亚、陵水,4245548289
 ,1817,0,38,0,9.6,全程汽车,6天5晚 ,舒适型酒店,38,丽江、云南、迪庆、大理,1311922104
宁波出发,1817,0,0,0,9.2,飞机往返,6天5晚 ,格林豪泰(兰州火...等,0,酒泉、嘉峪关、张掖、甘肃、兰州,2959952637
宁波出发,1817,0,30,0,9.2,飞机往返,6天5晚 ,格林豪泰(兰州火...等,30,酒泉、嘉峪关、张掖、甘肃、兰州,2959952637
宁波出发,1817,0,0,0,9.2,飞机往返,6天5晚 ,格林豪泰(兰州火...等,0,酒泉、嘉峪关、张掖、甘肃、兰州,2959952637
 ,1817,0,0,0,9.7,全程汽车,4天3晚 ,高档型酒店,0, ,2255915266
 ,4395,0,0,0,6,自理去自理回,6天5晚 , ,0,西藏,3639913252
宁波出发,1817,0,0,0,9.8,飞机往返,5天4晚 ,经济型/舒适型酒店,0,广西、桂林,4067504785
 ,1817,0,0,0,10, ,5天4晚 ,高档型酒店,0, ,2223322528
 ,1817,0,0,0,9.5,自理去自理回,5天4晚 ,经济型/豪华型酒店,0,福建、厦门,2663406792
 ,1817,0,40,0,9.5,自理去自理回,5天4晚 ,经济型/豪华型酒店,40,福建、厦门,2663406792
 ,1817,0,5,0,9.5,自理去自理回,5天4晚 ,经济型/豪华型酒店,5,福建、厦门,2663406792
 ,1817,0,28,0,9.5,自理去自理回,5天4晚 ,经济型/豪华型酒店,28,福建、厦门,2663406792
 ,1817,0,0,0,9.7,全程汽车,5天4晚 ,舒适型/高档型酒店,0,成都、四川、阿坝州,3192373168
 ,1817,0,0,0,9.4,全程汽车,6天5晚 ,经济型/舒适型酒店,0,阿坝州、成都,1954079844
 ,1817,0,0,0,9.4,全程汽车,6天5晚 ,经济型/舒适型酒店,0,阿坝州、成都,1954079844
 ,1817,0,0,0,10,自理去自理回,4天3晚 ,舒适型/高档型酒店,0,<img src="//s.qunarzz.com/package_b2c_frontend/detail/qnr-yx.png" class="activity-tag"><em>去哪儿专线标准 · 严选品质保障,3271260770
 ,1817,0,56,0,10,自理去自理回,4天3晚 ,舒适型/高档型酒店,56,<img src="//s.qunarzz.com/package_b2c_frontend/detail/qnr-yx.png" class="activity-tag"><em>去哪儿专线标准 · 严选品质保障,3271260770
 ,2020,0,0,0,8.3,自理去自理回,5天4晚 ,经济型酒店,0,文山、红河,1060468470
 ,1817,0,52,0,10,自理去自理回,4天3晚 ,舒适型/高档型酒店,52,<img src="//s.qunarzz.com/package_b2c_frontend/detail/qnr-yx.png" class="activity-tag"><em>去哪儿专线标准 · 严选品质保障,3271260770
 ,2020,0,0,0,9.2,全程汽车,3天2晚 ,高档型酒店,0, ,755853496
 ,2020,0,3,0,9.2,全程汽车,3天2晚 ,高档型酒店,2, ,755853496
杭州出发,2020,0,9,0,9.4,飞机往返,5天4晚 ,舒适型/高档型酒店,9,贵阳、黔东南、安顺、黔南,1552873035
 ,2020,0,22,0,6,全程汽车,5天4晚 ,舒适型/高档型酒店,22,重庆、成都,2354205638
 ,2020,0,25,0,6,全程汽车,5天4晚 ,舒适型/高档型酒店,25,重庆、成都,2354205638
 ,1817,0,0,0,10,自理去自理回,6天5晚 ,经济型酒店,0,三亚、陵水,441714504
杭州出发,2020,0,34,0,9.5,飞机往返,6天5晚 ,高档型酒店,34,云南、西双版纳、玉溪、昆明,1322665212
杭州出发,2020,0,0,0,9.5,飞机往返,6天5晚 ,高档型酒店,0,云南、西双版纳、玉溪、昆明,1322665212
杭州出发,2020,0,0,0,9.5,飞机往返,6天5晚 ,舒适型/高档型酒店,0,云南、昆明、大理、保山、德宏,1451964593
 ,680,0,0,0,9.3, ,3天2晚 ,北极村农家院等,0,哈尔滨、大兴安岭,2573701004
 ,2020,0,32,0,9.6,自理去自理回,3天2晚 ,豪华型酒店,32,西安、渭南,2632383881
 ,2020,0,0,0,9.6,自理去自理回,3天2晚 ,豪华型酒店,0,西安、渭南,2632383881
 ,2020,0,29,0,9.6,自理去自理回,3天2晚 ,豪华型酒店,29,西安、渭南,2632383881
杭州出发,2020,0,0,0,9.8,飞机往返,7天6晚 ,经济型/舒适型酒店,0,西安、陕西、渭南、河南、郑州、洛阳、开封,837695154
杭州出发,2020,0,26,0,9.8,飞机往返,7天6晚 ,经济型/舒适型酒店,25,西安、陕西、渭南、河南、郑州、洛阳、开封,837695154
 ,2020,0,32,0,9.5,全程汽车,4天3晚 ,经济型酒店,32,西安、咸阳、宝鸡、渭南,1974993529
 ,2020,0,0,0,9.5,全程汽车,4天3晚 ,经济型酒店,0,西安、咸阳、宝鸡、渭南,1974993529
杭州出发,2020,0,0,0,9.9,飞机往返,5天4晚 ,舒适型酒店,0,云南、昆明、普洱、西双版纳,3211903643
杭州出发,2020,0,0,0,9.9,飞机往返,5天4晚 ,舒适型酒店,0,云南、昆明、普洱、西双版纳,3211903643
 ,2020,0,1,0,9.6,自理去自理回,5天4晚 ,西安艾思丽睡眠酒...等,1,延安、西安,1229345485
 ,2020,0,34,0,9.6,自理去自理回,5天4晚 ,西安艾思丽睡眠酒...等,34,延安、西安,1229345485
杭州出发,2020,0,26,0,9.7,飞机往返,6天5晚 ,高档型酒店,26,成都、四川、阿坝州、乐山,3002188937
杭州出发,2020,0,248,0,9.7,飞机往返,6天5晚 ,高档型酒店,248,成都、四川、阿坝州、乐山,3002188937
杭州出发,2020,0,0,0,9.7,飞机往返,6天5晚 ,高档型酒店,0,成都、四川、阿坝州、乐山,3002188937
杭州出发,2020,0,19,0,9.7,飞机往返,6天5晚 ,高档型酒店,19,成都、四川、阿坝州、乐山,3002188937
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79,33,79, , , , ,33, , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79,0,79, , , , ,0, , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,680,0,0,0,9.5, ,6天5晚 ,二星及其他酒店,0,哈尔滨、大兴安岭、牡丹江,2781617317
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79,0,79, , , , ,0, , 
 ,4395,0,0,0,6,自理去自理回,9天8晚 , ,0,云南,2559855130
 ,4540,79, ,79, , , , , , , 
 ,4395,0,0,0,6,自理去自理回,8天7晚 , ,0, ,1761499039
 ,4395,0,0,0,6,自理去自理回,9天8晚 , ,0,西藏,1941507644
 ,4395,0,0,0,6,自理去自理回,9天8晚 , ,0,西藏,1941507644
 ,4395,0,0,0,6,自理去自理回,9天8晚 , ,0,西藏,1941507644
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4540,79, ,79, , , , , , , 
 ,4395,0,0,0,6,自理去自理回,7天6晚 , ,0,贵州,3858844899
 ,4395,0,5,0,9.6, ,2天1晚 ,舒适型酒店,4,揭阳、普宁,6796583
 ,4395,0,0,0,6,自理去自理回,8天7晚 , ,0,贵州,1000782032
 ,4395,0,0,0,6,自理去自理回,6天5晚 , ,0,贵州,2080320518
 ,4395,0,0,0,6,自理去自理回,6天5晚 , ,0,西藏,1614981106
 ,4395,0,118,0,6,自理去自理回,8天7晚 , ,118,陕西,2514972839
 ,4395,0,0,0,6,自理去自理回,8天7晚 , ,0,陕西,2514972839
 ,4395,0,0,0,6,自理去自理回,8天7晚 , ,0,西藏,1640057094
 ,4395,0,0,0,9.8, ,7天6晚 ,二星及其他酒店,0,黑龙江、哈尔滨、牡丹江、大兴安岭,2301677814
 ,4395,0,0,0,9.8, ,7天6晚 ,二星及其他酒店,0,黑龙江、哈尔滨、牡丹江、大兴安岭,2301677814
 ,4395,0,122,0,9.8, ,7天6晚 ,二星及其他酒店,121,黑龙江、哈尔滨、牡丹江、大兴安岭,2301677814
 ,4395,0,0,0,9.8, ,7天6晚 ,二星及其他酒店,0,黑龙江、哈尔滨、牡丹江、大兴安岭,2301677814
 ,4395,0,0,0,6,自理去自理回, , ,0,西藏,919320162
 ,4395,0,0,0,10, ,7天6晚 ,途窝上品酒店(大...等,0,恩施、湖北、神农架、宜昌、重庆,3855506693
 ,4395,0,0,0,10, ,1天, ,0,呼伦贝尔、兴安盟,1707166029
 ,4395,0,24,0,10, ,1天, ,24,呼伦贝尔、兴安盟,1707166029
 ,4395,0,0,0,6, ,3天2晚 ,豪华型酒店,0,长白山市、白山,1200190881
 ,4395,0,0,0,10, ,2天1晚 ,二星及其他酒店,0, ,3031522445
 ,4395,0,0,0,10, ,3天2晚 ,舒适型酒店,0, ,3245457746
丽江出发,2064,2,0,2,9.2,飞机往返,4天3晚 ,宁波晨光花园酒店等,0,浙江、宁波、舟山,1590458930
 ,4395,0,0,0,9.5, ,3天2晚 ,高档型酒店,0,绵阳、惠州,3219669991
 ,4395,0,0,0,9.5, ,3天2晚 ,高档型酒店,0,绵阳、惠州,3219669991
 ,2064,2,48,2,9.8,全程汽车,6天5晚 ,高档型/豪华型酒店,48,上海、杭州、嘉兴、南京、常州、无锡、苏州、湖州、昆山市,3008336868
 ,2064,2,5,2,9.9,全程汽车,7天6晚 ,舒适型/高档型酒店,5,成都、阿坝州、乐山,905431848
 ,2064,2,3,2,6,自理去自理回,5天4晚 ,豪华型酒店,3,哈尔滨、牡丹江,1564596880
 ,2064,2,0,2,9.7,全程汽车,6天5晚 ,舒适型酒店,0,阿坝州、成都、四川,463889097
 ,2064,2,49,2,6,自理去自理回,5天4晚 ,豪华型酒店,49, ,2776504158
 ,2064,2,0,2,6,自理去自理回,6天5晚 ,豪华型酒店,0, ,3201066664
 ,4395,0,1,0,10, ,2天1晚 ,舒适型酒店,1, ,4134597548
 ,2064,2,0,2,9.2,全程汽车,8天7晚 ,经济型/高档型酒店,0,南京、杭州、上海、嘉兴、黄山、苏州、无锡、昆山市,3238335088
 ,2064,2,0,2,9.2,全程汽车,8天7晚 ,经济型/高档型酒店,0,南京、杭州、上海、嘉兴、黄山、苏州、无锡、昆山市,3238335088
丽江出发,2064,2,22,2,10,飞机往返,7天6晚 ,经济型/舒适型酒店,22,西安、延安、渭南,2786271927
昆明出发,2064,2,0,2,9.4,飞机往返,5天4晚 ,舒适型/高档型酒店,0,福建、厦门、漳州,466857741
 ,2064,2,0,2,9.3,自理去自理回,7天6晚 ,喆啡酒店(拉萨大...等,0,西藏、拉萨、那曲、林芝、阿里、山南,1382885189
 ,2064,2,0,2,9.3,自理去自理回,7天6晚 ,喆啡酒店(拉萨大...等,0,西藏、拉萨、那曲、林芝、阿里、山南,1382885189
 ,2064,2,0,2,9.3,自理去自理回,7天6晚 ,喆啡酒店(拉萨大...等,0,西藏、拉萨、那曲、林芝、阿里、山南,1382885189
 ,2064,2,0,2,9.3,自理去自理回,7天6晚 ,喆啡酒店(拉萨大...等,0,西藏、拉萨、那曲、林芝、阿里、山南,1382885189
 ,2064,2,3,2,10,自理去自理回,6天5晚 ,经济型/舒适型酒店,3,哈尔滨、牡丹江、黑龙江、吉林,1897919105
丽江出发,2064,2,0,2,9.6,飞机往返,5天4晚 ,高档型/豪华型酒店,0,黔东南、安顺、黔南、贵阳、贵州,2178495645
 ,2064,2,51,2,10,自理去自理回,7天6晚 ,兰州皇冠假日酒店等,51,海南藏族自治州、海西蒙古族藏族自治州、酒泉、嘉峪关、张掖、兰州、西宁,2927542482
 ,2064,2,0,2,10,自理去自理回,7天6晚 ,兰州皇冠假日酒店等,0,海南藏族自治州、海西蒙古族藏族自治州、酒泉、嘉峪关、张掖、兰州、西宁,2927542482
 ,2064,2,1,2,10,自理去自理回,7天6晚 ,兰州皇冠假日酒店等,1,海南藏族自治州、海西蒙古族藏族自治州、酒泉、嘉峪关、张掖、兰州、西宁,2927542482
昆明出发,2064,2,0,2,6,高铁往返,5天4晚 ,经济型/舒适型酒店,0,桂林、广西,2986007767
 ,4995,0,41,0,9.8,全程汽车,6天5晚 ,高档型/豪华型酒店,41,丽江、大理,3633064945
 ,4995,0,0,0,9.7,自理去自理回,4天3晚 ,豪华型酒店,0, ,3457496355
 ,4995,0,0,0,9.7,自理去自理回,4天3晚 ,豪华型酒店,0, ,3457496355
济南出发,1713,31,31,31,9.4,飞机往返,4天3晚 ,经济型/高档型酒店,31,桂林、广西,3223368872
 ,1713,31,0,31,10,自理去自理回,5天4晚 ,高档型/豪华型酒店,0,哈尔滨、吉林市、长春、牡丹江、延边,205140820
 ,1713,31,0,31,10, ,4天3晚 ,豪华型酒店,0, ,348190226
 ,2064,2, ,2, , , , , , , 
 ,2064,2, ,2, , , , , , , 
 ,1713,31,15,31,10, ,4天3晚 ,豪华型酒店,15, ,348190226
 ,4995,0,0,0,9.9, ,5天4晚 ,高档型酒店,0,张家界、湘西,318661390
 ,1713,31,1,31,9.5,自理去自理回,5天4晚 ,高档型酒店,1, ,3478878637
 ,1713,31,0,31,10, , ,高档型酒店,0, ,2935097348
济南出发,1713,31,39,31,10,飞机往返,8天7晚 ,昆明中凰酒店等,39,大理、丽江、昆明,711445987
 ,1713,31,0,31,9.8,全程汽车,7天6晚 ,舒适型/高档型酒店,0,哈尔滨、牡丹江、延边、吉林市、承德,2602525002
 ,1713,31,24,31,9.8,全程汽车,7天6晚 ,舒适型/高档型酒店,24,哈尔滨、牡丹江、延边、吉林市、承德,2602525002
 ,1713,31,95,31,9.8,全程汽车,7天6晚 ,舒适型/高档型酒店,95,哈尔滨、牡丹江、延边、吉林市、承德,2602525002
济南出发,1713,31,0,31,9.8,飞机往返,6天5晚 ,豪华型酒店,0,海南、三亚,3224044617
济南出发,1713,31,0,31,9.5,动车往返,7天6晚 ,经济型酒店,0,山西、忻州、朔州、大同、晋中、临汾、太原,1453211211
济南出发,1713,31,0,31,9.5,动车往返,7天6晚 ,经济型酒店,0,山西、忻州、朔州、大同、晋中、临汾、太原,1453211211
 ,1713,31,0,31,10, ,8天7晚 ,高档型酒店,0, ,2792002314
 ,1713,31,0,31,9.8,自理去自理回,4天3晚 ,高档型/豪华型酒店,0,大理、云南、昆明、丽江,3192784098
 ,1713,31,24,31,9.8,自理去自理回,4天3晚 ,高档型/豪华型酒店,24,大理、云南、昆明、丽江,3192784098
济南出发,1713,31,0,31,9.8,飞机往返,6天5晚 ,舒适型/高档型酒店,0,长沙、张家界、湘潭、湖南、湘西,4021225845
济南出发,1713,31,0,31,9.8,飞机往返,6天5晚 ,舒适型/高档型酒店,0,长沙、张家界、湘潭、湖南、湘西,4021225845
 ,1713,31,0,31,10, ,8天7晚 ,豪华型酒店,0,丽江、大理、迪庆、昆明,1338912933
 ,1713,31,5,31,10, ,8天7晚 ,豪华型酒店,5,丽江、大理、迪庆、昆明,1338912933
 ,2064,2,0,2, , , , ,0, , 
 ,1713,31,0,31, ,自理去自理回,6天5晚 ,豪华型酒店,0,三亚、保亭,1469809193
 ,1713,31,418,31,10, ,5天4晚 ,高档型酒店,418,丽江、云南,2426977886
 ,1713,31,0,31,10, ,5天4晚 ,高档型酒店,0,丽江、云南,2426977886
 ,1713,31,29,31,10, ,5天4晚 ,高档型酒店,29,丽江、云南,2426977886
 ,1713,31,0,31,10, ,5天4晚 ,高档型酒店,0,丽江、云南,2426977886
 ,1713,31,0,31,9.5,自理去自理回,4天3晚 ,舒适型酒店,0, ,3266570507
 ,1713,31,1,31,9.5,自理去自理回,4天3晚 ,舒适型酒店,1, ,3266570507
 ,4995,0,0,0,9.8,全程汽车,6天5晚 ,豪华型酒店,0,三亚、海南,2793504782
 ,1713,31,0,31,9.5,自理去自理回,4天3晚 ,舒适型酒店,0, ,3266570507
 ,5035,0,0,0, ,自理去自理回,6天5晚 ,高档型/豪华型酒店,0,海南、三亚,324373370
 ,2208,0,0,0,9.5,全程汽车,4天3晚 ,舒适型/高档型酒店,0,西安、渭南、陕西,207515465
 ,2910,0,0,0,7.5,飞机往返,6天5晚 ,哈尔滨JW万豪酒...等,0, ,3232114754
福州出发,2476,0,0,0,9.3,飞机往返,6天5晚 ,高档型/豪华型酒店,0,海南、三亚、陵水,218412916
福州出发,2476,0,0,0,9.3,飞机往返,6天5晚 ,高档型/豪华型酒店,0,海南、三亚、陵水,218412916
 ,2476,0,0,0,8.3,自理去自理回,5天4晚 ,高档型/豪华型酒店,0,三亚、陵水,1498358865
 ,2476,0,31,0,9.5,自理去自理回,5天4晚 ,舒适型酒店,31,安顺、黔南、黔东南、贵阳、贵州,2787271802
 ,422,0,88,0,9.5,全程汽车,6天5晚 ,高档型/豪华型酒店,88,昆明、云南、西双版纳、普洱,1959192430
 ,422,0,49,0,9.5,全程汽车,6天5晚 ,高档型/豪华型酒店,49,昆明、云南、西双版纳、普洱,1959192430
 ,422,0,0,0,9.8,全程汽车,5天4晚 ,高档型酒店,0,重庆、成都,1019408164
 ,422,0,2,0,10,自理去自理回,9天7晚 ,经济型/舒适型酒店,2,甘孜州、阿坝州、四川、成都、丽江、西昌市、云南,4112295711
 ,422,0,30,0,9.8,自理去自理回,5天4晚 ,舒适型/高档型酒店,30,四川、阿坝州、成都,471628624
 ,422,0,0,0,9.8,自理去自理回,5天4晚 ,舒适型/高档型酒店,0,四川、阿坝州、成都,471628624
 ,422,0,16,0,9.8, ,3天2晚 ,高档型酒店,16,吉林、长春、延边、延吉市、吉林市、长白山市、白山,680478887
 ,422,0,82,0,6, , , ,82, , 
 ,422,0,26,0,6, , , ,26, , 
 ,422,0,4,0,6, , , ,4, , 
 ,2476,0,0,0,9.8,全程汽车,7天6晚 ,经济型/高档型酒店,0,陕西、西安、延安、渭南,731677290
 ,2476,0,0,0,9.8,全程汽车,7天6晚 ,经济型/高档型酒店,0,陕西、西安、延安、渭南,731677290
 ,2476,0,0,0,9.8,全程汽车,7天6晚 ,经济型/高档型酒店,0,陕西、西安、延安、渭南,731677290
 ,2476,0,0,0,9.8,全程汽车,7天6晚 ,经济型/高档型酒店,0,陕西、西安、延安、渭南,731677290
 ,2476,0,23,0,10,自理去自理回,7天6晚 ,经济型/高档型酒店,23,文山、玉溪、红河、曲靖、黔西南,1691815175
 ,2476,0,2,0,8.9,自理去自理回,9天8晚 ,经济型/舒适型酒店,2,昆明、西双版纳、丽江、迪庆、大理,64859077
 ,2476,0,0,0,9.6,自理去自理回,6天5晚 ,高档型酒店,0,北京、天津,1361477101
 ,2476,0,0,0,9.9,自理去自理回,5天4晚 ,高档型酒店,0, ,2876117052
 ,2476,0,3,0,9.9,自理去自理回,5天4晚 ,高档型酒店,3, ,2876117052
 ,2476,0,0,0,9.6,自理去自理回,8天7晚 ,经济型/舒适型酒店,0,西安、延安、渭南、宝鸡,2845446082
 ,2476,0,0,0,9.7,全程汽车,6天5晚 ,经济型/豪华型酒店,0,三亚、海口、陵水、琼海,867449773
 ,2476,0,0,0,9.8,全程汽车,8天7晚 ,经济型/舒适型酒店,0,陕西、西安、延安、咸阳、宝鸡、渭南,1350269345
 ,2476,0,0,0,10,自理去自理回,5天4晚 ,高档型/豪华型酒店,0,哈尔滨、牡丹江、延边、吉林市、长春,3239079055
 ,2476,0,0,0,9.5,全程汽车,5天4晚 ,经济型/舒适型酒店,0,成都、四川、阿坝州,767322060
 ,2476,0,0,0,9.5,全程汽车,5天4晚 ,经济型/舒适型酒店,0,成都、四川、阿坝州,767322060
 ,2476,0,20,0,9.5,全程汽车,5天4晚 ,经济型/舒适型酒店,20,成都、四川、阿坝州,767322060
 ,2476,0,0,0,10,全程汽车,5天4晚 ,豪华型酒店,0, ,3806573807
 ,2476,0,1,0,8.8,自理去自理回,6天5晚 ,高档型/豪华型酒店,1,云南、西双版纳、昆明,629751585
 ,2476,0,0,0,8.8,自理去自理回,6天5晚 ,高档型/豪华型酒店,0,云南、西双版纳、昆明,629751585
 ,2476,0,354,0,9.5,全程汽车,4天3晚 ,舒适型/高档型酒店,354,西安、渭南、陕西,1362469909
 ,2476,0,0,0,9.5,全程汽车,4天3晚 ,舒适型/高档型酒店,0,西安、渭南、陕西,1362469909
 ,2476,0,0,0,9.6,自理去自理回,5天4晚 ,豪华型酒店,0, ,471979599
 ,2476,0,0,0,9.9,飞机往返,5天4晚 ,豪华型酒店,0, ,1190619970
 ,2476,0,0,0,9.9,飞机往返,5天4晚 ,豪华型酒店,0, ,1190619970
 ,2476,0,0,0,9.9,飞机往返,5天4晚 ,豪华型酒店,0, ,1190619970
 ,2476,0,0,0,9.9,飞机往返,5天4晚 ,豪华型酒店,0, ,1190619970
 ,2910,0,2,0,9.5,全程汽车,5天4晚 ,哈尔滨江洪宾馆等,2,哈尔滨、牡丹江、吉林市、吉林,1085088654
南京出发,2910,0,0,0,6.7,飞机往返,6天5晚 ,舒适型酒店,0,昆明、楚雄、大理、丽江,4149257516
 ,2910,0,0,0,9.5,全程汽车,6天5晚 ,舒适型/高档型酒店,0,厦门、南平,3372791904
 ,2910,0,72,0,9.5,全程汽车,6天5晚 ,舒适型/高档型酒店,72,厦门、南平,3372791904
厦门出发,2910,0,0,0,9.1,自理去自理回,3天2晚 ,舒适型酒店,0,厦门、福建,2945996761
厦门出发,2910,0,32,0,9.1,自理去自理回,3天2晚 ,舒适型酒店,32,厦门、福建,2945996761
 ,2910,0,4,0,8.9,自理去自理回,7天6晚 ,西双版纳嘉盛华美...等,4,昆明、西双版纳、丽江、迪庆,1536342322
南京出发,2910,0,4,0,8.8,飞机往返,6天5晚 ,昆明润恒大酒店等,4,西双版纳、云南、普洱、昆明,2861447129
南京出发,2910,0,0,0,8.7,飞机往返, ,经济型/舒适型酒店,0,云南、昆明、楚雄、大理、丽江、迪庆、西双版纳,3901525278
南京出发,2910,0,0,0,8.7,飞机往返, ,经济型/舒适型酒店,0,云南、昆明、楚雄、大理、丽江、迪庆、西双版纳,3901525278
南京出发,2910,0,0,0,8.7,飞机往返, ,经济型/舒适型酒店,0,云南、昆明、楚雄、大理、丽江、迪庆、西双版纳,3901525278
南京出发,2910,0,22,0,6.7,飞机往返,8天7晚 ,舒适型酒店,22,昆明、楚雄、大理、丽江,2647016278
南京出发,2910,0,0,0,6.7,飞机往返,8天7晚 ,舒适型酒店,0,昆明、楚雄、大理、丽江,2647016278
 ,2910,0,0,0,9.5,全程汽车,6天5晚 ,长沙嘉玺国际大酒...等,0,湖南、长沙、湘潭、武汉、张家界、湘西,1451676123
 ,2910,0,0,0,10,全程汽车,5天4晚 ,经济型/豪华型酒店,0,三亚、陵水,543882918
 ,2910,0,1,0,9.5,全程汽车,6天5晚 ,长沙嘉玺国际大酒...等,1,湖南、长沙、湘潭、武汉、张家界、湘西,686486975
 ,2910,0,32,0,9.9, ,4天3晚 ,豪华型酒店,32,广州、珠海,1419592541
 ,2910,0,0,0,9.9, ,4天3晚 ,豪华型酒店,0,广州、珠海,1419592541
 ,2910,0,0,0,9.9, ,4天3晚 ,豪华型酒店,0,广州、珠海,1419592541
 ,2910,0,27,0,9.9, ,4天3晚 ,豪华型酒店,27,广州、珠海,1419592541
 ,2910,0,0,0,9.9, ,4天3晚 ,豪华型酒店,0,广州、珠海,1419592541
 ,2910,0,0,0,9.9, ,4天3晚 ,豪华型酒店,0,广州、珠海,1419592541
 ,2910,0,0,0,9.9, ,4天3晚 ,豪华型酒店,0,广州、珠海,1419592541
 ,2060,24,56,24,10,全程汽车,5天4晚 ,豪华型酒店,56,厦门、漳州,2173055486
 ,2060,24,31,24,9.4,全程汽车,6天5晚 ,高档型酒店,31,乐山、成都,4058038126
 ,2060,24,1,24,9.4,全程汽车,6天5晚 ,高档型酒店,1,乐山、成都,4058038126
 ,2060,24,12,24,10,全程汽车,3天2晚 ,经济型酒店,11, ,2784639799
 ,2060,24,0,24,10,全程汽车,3天2晚 ,经济型酒店,0, ,2784639799
南京出发,2876,58,40,58,9.7,飞机往返,7天6晚 ,舒适型酒店,40,成都、四川、阿坝州、乐山,1656319364
 ,2060,24,0,24,10,全程汽车,3天2晚 ,经济型酒店,0, ,2784639799
 ,2382,0,0,0,9.9, ,4天3晚 ,豪华型酒店,0,广州、珠海,3923824689
 ,2060,24,86,24,10,全程汽车,3天2晚 ,经济型酒店,85, ,2784639799
 ,2382,0,2,0,9.4,全程汽车,6天5晚 ,经济型/舒适型酒店,2,黑龙江、哈尔滨、牡丹江、大兴安岭、吉林、延边,3690113165
 ,2382,0,0,0,9.3,全程汽车,5天4晚 ,西宁灏岚酒店等,0,青海、海南藏族自治州、海北藏族自治州、海西蒙古族藏族自治州、西宁,1673735088
 ,2382,0,358,0,9.3,全程汽车,5天4晚 ,西宁灏岚酒店等,358,青海、海南藏族自治州、海北藏族自治州、海西蒙古族藏族自治州、西宁,1673735088
 ,2382,0,0,0,9.3,自理去自理回, ,经济型/舒适型酒店,0,西藏、拉萨、那曲、林芝、日喀则、山南,4009014528
 ,2382,0,0,0,9.3,自理去自理回, ,经济型/舒适型酒店,0,西藏、拉萨、那曲、林芝、日喀则、山南,4009014528
 ,2382,0,25,0,9.7,全程汽车,6天5晚 ,西宁灏岚酒店等,25,西宁、青海、海南藏族自治州、海西蒙古族藏族自治州、海北藏族自治州、张掖、酒泉,3582443848
 ,2382,0,0,0,9.8,全程汽车,5天4晚 ,舒适型/高档型酒店,0,陕西、西安、咸阳、宝鸡,2869341595
 ,2382,0,0,0,9.8,全程汽车,5天4晚 ,舒适型/高档型酒店,0,陕西、西安、咸阳、宝鸡,2869341595
 ,2382,0,55,0,9.6,自理去自理回,5天4晚 ,舒适型/高档型酒店,55,西安、渭南,691018744
 ,2382,0,0,0,9.7,全程汽车,6天5晚 ,经济型/舒适型酒店,0,吉林、吉林市、哈尔滨、牡丹江、长春、延吉市、延边、白山,4267042430
 ,2382,0,1,0,9.7,全程汽车,6天5晚 ,经济型/舒适型酒店,1,吉林、吉林市、哈尔滨、牡丹江、长春、延吉市、延边、白山,4267042430
